"accession_id"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"
"LR898513"	"B.1.177"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.77594"	""
"LR899022"	"B.1.1.219"	""	"20200516"	"Poland"	"COVID-HUB-PL"	"Homo sapiens"	"2697049"	"99.979935"	""
"MW483149"	"B"	""	"20200409"	"USA"	""	"Homo sapiens"	"2697049"	"99.99329"	""
"MW643023"	""	""	"20210131"	"USA"	""	"Homo sapiens"	"2697049"	"64.06287"	""
"MW155221"	"D.2"	""	"20200903"	"Australia"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ311478"	"P.1.13"	""	"20210519"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"96.61238"	""
"MZ940989"	"B.1.617.2"	""	"20210805"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ850462"	"AY.103"	""	"20210712"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OD922326"	"B.1.1.7"	""	"20201229"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.27721"	""
"MZ811808"	"AY.26"	""	"20210805"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.493324"	""
"FR996226"	"B.1"	""	"20200323"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"FR997323"	"B.1.1.369"	""	"20200420"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.2427"	""
"MZ888183"	"AY.25"	""	"20210801"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR994972"	"B.1.1"	""	"20200407"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"OU187031"	"B.1.1.7"	""	"20210503"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"100.0"	""
"OU286831"	"AY.4"	""	"20210509"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.67849"	""
"MW993158"	"B.1.526"	""	"20210312"	"USA"	""	"Homo sapiens"	"2697049"	"99.98661"	""
"MW976462"	"B.1.637"	""	"20210310"	"USA"	""	"Homo sapiens"	"2697049"	"99.34831"	""
"MW942941"	"B.1.526"	""	"20210221"	"USA"	""	"Homo sapiens"	"2697049"	"99.99665"	""
"MW490578"	"B.1.243"	""	"20210107"	"USA"	"MDH"	"Homo sapiens"	"2697049"	"100.0"	""
"OK102364"	"AY.103"	""	"20210823"	"USA"	""	"Homo sapiens"	"2697049"	"99.07047"	""
"MW851903"	"B.1.2"	""	"20210126"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.379135"	""
"OU947078"	"AY.4"	""	"20211019"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57845"	""
"MW773875"	"B.1.1.291"	""	"20200803"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"95.53427"	""
"OU487068"	"AY.5"	""	"20210725"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.804955"	""
"OU687917"	"AY.4"	""	"20210906"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU590738"	"AY.6"	""	"20210816"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.09669"	""
"OU376961"	"AY.120"	""	"20210627"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ252811"	"B.1.1.7"	""	"20210429"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ072241"	"B.1.526"	""	"20210416"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW985861"	"B.1.427"	""	"20210226"	"USA"	""	"Homo sapiens"	"2697049"	"83.3266"	""
"OV089218"	"AY.4"	""	"20211030"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57172"	""
"LR878018"	"B"	""	"20200330"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ621406"	"AY.35"	""	"20210711"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"98.875015"	""
"MZ222459"	"P.1"	""	"20210426"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW739164"	"B.1.232"	""	"20201130"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"99.332214"	""
"MW485380"	"B.1.375"	""	"20201227"	"USA"	""	"Homo sapiens"	"2697049"	"99.60136"	""
"OK005435"	"AY.3"	""	"20210804"	"USA"	""	"Homo sapiens"	"2697049"	"99.22208"	""
"OU472677"	"AY.4"	""	"20210722"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.88223"	""
"MZ746297"	"AY.44"	""	"20210712"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"96.24467"	""
"OU934203"	"AY.75.1"	""	"20210831"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ394619"	"B.1.351.5"	""	"20210406"	"Djibouti"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR998344"	"B.1.1.372"	""	"20200509"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"100.0"	""
"MT512436"	"B.1.1"	""	"20200310"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ077929"	"P.1"	""	"20210415"	"USA"	""	"Homo sapiens"	"2697049"	"99.3762"	""
"MZ286674"	"B.1.1.7"	""	"20210311"	"USA"	"FLDOH"	"Homo sapiens"	"2697049"	"99.87904"	""
"OV068013"	"AY.4.2"	""	"20211108"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"LR824439"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.093735"	""
"LR991312"	""	""	"20200423"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"9.491768"	""
"LR878191"	"B.1"	""	"20200318"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR884097"	"B.1"	""	"20200420"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"LR881793"	"B.1.416"	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"100.0"	""
"MZ888085"	"AY.26"	""	"20210730"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OD920621"	"B.1.1.7"	""	"20201207"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"OU593137"	"AY.5"	""	"20210807"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"MZ060928"	"B.1.1.7"	""	"20210411"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL566119"	"AY.3"	""	"20211014"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.71098"	""
"OL831416"	""	""	"20211207"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.98994"	""
"MZ288524"	"B.1.596"	""	"20210506"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU787418"	"AY.4"	""	"20210923"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR993632"	"B.1"	""	"20200329"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"FR999734"	"B.1.1.10"	""	"20200508"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.78114"	""
"FR997941"	"B.1.1"	""	"20200410"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.405075"	""
"OU038474"	"B.1.1.7"	""	"20210301"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"FR994435"	"A.2"	""	"20200407"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.78723"	""
"LC633758"	"B.1.1.284"	""	"20201100"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW825421"	"B.1.2"	""	"20210315"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW505432"	"B.1"	""	"20210103"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"99.124985"	""
"OL304760"	"AY.25"	""	"20211019"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"96.41804"	""
"OL379291"	"AY.3"	""	"20211030"	"USA"	""	"Homo sapiens"	"2697049"	"98.89933"	""
"OL578298"	"AY.103"	""	"20211101"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.27824"	""
"OU467124"	"AY.4"	""	"20210723"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.58849"	""
"OU664527"	"AY.4"	""	"20210906"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.68518"	""
"OL493479"	"AY.44"	""	"20211031"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OK056640"	"AY.47"	""	"20210817"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OD942329"	"B.1.1.7"	""	"20210115"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59513"	""
"MZ702395"	"R.1"	""	"20210112"	"USA"	"Columbia University"	"Homo sapiens"	"2697049"	"97.52297"	""
"LR882148"	"B.1.177"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.7726"	""
"LR882045"	"B.1.177.44"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.76926"	""
"MW944576"	"B.1.575"	""	"20210311"	"USA"	""	"Homo sapiens"	"2697049"	"99.78257"	""
"LR880644"	"B.1.1.33"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.77594"	""
"LR883298"	"B.1.190"	""	"20200325"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"MW521433"	"B.1"	""	"20200708"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW731281"	"B.1.429"	""	"20210203"	"USA"	""	"Homo sapiens"	"2697049"	"99.99665"	""
"MW639985"	"B.1.577"	""	"20210120"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ536315"	"P.1"	""	"20210622"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR994831"	"B.40"	""	"20200403"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00611"	""
"FR990353"	"B.1.1"	""	"20200229"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.9933"	""
"FR993054"	"B.1.1.7"	""	"20210310"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR996154"	"B.1.1"	""	"20200331"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.053535"	""
"FR992654"	"B.1.146"	""	"20210116"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR992759"	"B.1.1.7"	""	"20210117"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ948737"	"AY.114"	""	"20210819"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"97.124855"	""
"OK289014"	"AY.103"	""	"20210907"	"USA"	""	"Homo sapiens"	"2697049"	"94.19619"	""
"MZ084248"	"B.1.526"	""	"20210406"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK309319"	"AY.44"	""	"20210830"	"USA"	""	"Homo sapiens"	"2697049"	"97.3166"	""
"MW942507"	"R.1"	""	"20210222"	"USA"	""	"Homo sapiens"	"2697049"	"98.326195"	""
"OK019448"	"AY.35"	""	"20210802"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ386504"	"B.1.526"	""	"20210601"	"USA"	""	"Homo sapiens"	"2697049"	"99.96313"	""
"OV158844"	"AY.4"	""	"20211116"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57176"	""
"OU815947"	"AY.4"	""	"20210928"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.22349"	""
"MZ711167"	"AY.3"	""	"20210716"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU714144"	"AY.4"	""	"20210907"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.40383"	""
"OU346360"	"B.1.1.7"	""	"20210610"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"OU644361"	"AY.120"	""	"20210830"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59506"	""
"MZ266879"	"B.1.596"	""	"20210307"	"USA"	"The University of Texas at Austin"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ084298"	"B.1.1.7"	""	"20210407"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR994604"	"B.40"	""	"20200407"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.98363"	""
"MZ235812"	"B.1.1.7"	""	"20210507"	"USA"	""	"Homo sapiens"	"2697049"	"98.10029"	""
"OU269043"	"B.1.1.7"	""	"20210522"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"98.93588"	""
"MZ049921"	"B.1.1.7"	""	"20210407"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"96.418015"	""
"OL544019"	"AY.13"	""	"20210701"	"USA"	"California Department of Public Health"	"Homo sapiens"	"2697049"	"99.99665"	""
"OU293898"	"AY.4"	""	"20210518"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU584619"	"AY.4"	""	"20210813"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.701904"	""
"OL839102"	""	""	"20211114"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OK223913"	"AY.25"	""	"20210902"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU479659"	"AY.98"	""	"20210725"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OL431067"	"AY.3"	""	"20211010"	"USA"	""	"Homo sapiens"	"2697049"	"99.098015"	""
"MZ146308"	"B.1.1.7"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"99.25747"	""
"OK629291"	"AY.103"	""	"20210927"	"USA"	""	"Homo sapiens"	"2697049"	"99.96647"	""
"OV039294"	"AY.4.1"	""	"20211026"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57845"	""
"OU721042"	"AY.4"	""	"20210912"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.98212"	""
"OU820840"	"AY.3"	""	"20210928"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ954519"	"B.1.617.2"	""	"20210812"	"USA"	""	"Homo sapiens"	"2697049"	"92.80202"	""
"MW708384"	"B.1.429"	""	"20210125"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ451492"	"B.1.2"	""	"20210227"	"USA"	""	"Homo sapiens"	"2697049"	"99.95964"	""
"MZ012589"	"B.1.526"	""	"20210324"	"USA"	""	"Homo sapiens"	"2697049"	"99.98325"	""
"MW773584"	"B.1.1.7"	""	"20210216"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ214918"	"B.1.427"	""	"20210412"	"USA"	""	"Homo sapiens"	"2697049"	"99.21613"	""
"MZ684181"	"B.1.1.7"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ640292"	"B.1.526"	""	"20210410"	"USA"	""	"Homo sapiens"	"2697049"	"98.72881"	""
"OL320766"	"AY.3"	""	"20210907"	"USA"	""	"Homo sapiens"	"2697049"	"96.151764"	""
"OL426762"	"AY.103"	""	"20211012"	"USA"	""	"Homo sapiens"	"2697049"	"99.7854"	""
"MW813851"	"B.1.429"	""	"20210309"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW696593"	"B.1.427"	""	"20210214"	"USA"	""	"Homo sapiens"	"2697049"	"99.32845"	""
"LR882824"	"B.1.1.241"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.71909"	""
"OV156132"	"AY.4.2"	""	"20211115"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.297424"	""
"OU700251"	"AY.4"	""	"20210903"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR993338"	"B.1.177"	""	"20201029"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.80225"	""
"OU707250"	"AY.4"	""	"20210906"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.05654"	""
"FR992549"	"B.1.1.7"	""	"20210309"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"OU705250"	"AY.120"	""	"20210909"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR993039"	"B.1.1.7"	""	"20210308"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"98.53919"	""
"OU531731"	"AY.4"	""	"20210730"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.42773"	""
"OU699290"	"AY.4"	""	"20210902"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR996134"	"B.1"	""	"20200322"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.30374"	""
"OU199641"	"B.1.1.7"	""	"20210504"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"100.0"	""
"OU096070"	"B.1.1.7"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.24489"	""
"OL838450"	""	""	"20211112"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OK528291"	"AY.47"	""	"20211006"	"USA"	""	"Homo sapiens"	"2697049"	"99.966446"	""
"OU626516"	"AY.4"	""	"20210824"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OK129449"	"AY.44"	""	"20210814"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK399195"	"B.1"	""	"20201008"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"95.87321"	""
"MZ954447"	"AY.2"	""	"20210817"	"USA"	""	"Homo sapiens"	"2697049"	"99.19831"	""
"OK008316"	"AY.3"	""	"20210807"	"USA"	""	"Homo sapiens"	"2697049"	"99.019875"	""
"OE996408"	"B.1.177"	""	"20210203"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"92.37649"	""
"OV247732"	"AY.4"	""	"20211120"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"MW518832"	"B.1.232"	""	"20210102"	"USA"	""	"Homo sapiens"	"2697049"	"99.97992"	""
"MW562034"	"B.1.2"	""	"20201200"	"USA"	""	"Homo sapiens"	"2697049"	"99.98661"	""
"MZ328629"	"Q.3"	""	"20210423"	"USA"	""	"Homo sapiens"	"2697049"	"99.96274"	""
"OK017339"	"AY.116"	""	"20210708"	"Kenya"	""	"Homo sapiens"	"2697049"	"90.94237"	""
"OU359193"	"AY.4"	""	"20210616"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ253924"	"Q.8"	""	"20210508"	"USA"	""	"Homo sapiens"	"2697049"	"93.20401"	""
"OK488917"	"AY.103"	""	"20210930"	"USA"	""	"Homo sapiens"	"2697049"	"99.30574"	""
"MZ010587"	"B.1.1.7"	""	"20210319"	"USA"	""	"Homo sapiens"	"2697049"	"99.95644"	""
"MZ252427"	"B.1.617.2"	""	"20210505"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ936709"	"AY.44"	""	"20210630"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"97.19171"	""
"OB989180"	"B.1.1.1"	""	"20201027"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59536"	""
"OB992645"	"B.1.177"	""	"20201031"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.63559"	""
"OU080462"	"B.1.177.81"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"100.0"	""
"OK550408"	"AY.103"	""	"20210724"	"USA"	"The Scripps Research Institute"	"Homo sapiens"	"2697049"	"99.25353"	""
"FR991809"	"B.1.1.7"	""	"20210209"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.34257"	""
"OU841458"	"AY.43"	""	"20210913"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"93.148895"	""
"FR992902"	"B.1.160"	""	"20210214"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.979904"	""
"OU118597"	"R.1"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.97321"	""
"FR988026"	"B.1.177"	""	""	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"85.44962"	""
"OV239492"	"AY.34"	""	"20211123"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.2051"	""
"OK287938"	"AY.100"	""	"20210908"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"98.347275"	""
"OU226232"	"B.1.1.7"	""	"20210325"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.14001"	""
"OU025633"	"B.1.1.7"	""	"20210222"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"MW332781"	"B.1.2"	""	"20200916"	"USA"	""	"Homo sapiens"	"2697049"	"99.25794"	""
"MZ259526"	"B.1.1.7"	""	"20210307"	"USA"	""	"Homo sapiens"	"2697049"	"99.96653"	""
"MZ762928"	"AY.103"	""	"20210803"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.46325"	""
"MZ788405"	"AY.44"	""	"20210731"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"98.263016"	""
"MZ001884"	"B.1.1.7"	""	"20210331"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ029396"	"Q.3"	""	"20210402"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"94.04742"	""
"MT834640"	"B.1"	""	"20200324"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ262323"	"B.1.184"	""	"20201209"	"India"	"Gujarat Biotechnology Research Centre"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ873690"	"AY.39"	""	"20210729"	"USA"	""	"Homo sapiens"	"2697049"	"99.79521"	""
"FR998238"	"A.2.3"	""	"20200407"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"100.0"	""
"FR998086"	"B.1.1.369"	""	"20200426"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.32062"	""
"FR994987"	"B.1.465"	""	"20200406"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.86093"	""
"FR998681"	"B.1.165"	""	"20200519"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.560135"	""
"FR997271"	"B.1.81"	""	"20200418"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.06655"	""
"FR999256"	"B.1.222"	""	"20200330"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.74025"	""
"FR998480"	"B.34"	""	"20200325"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"FR998378"	"B.1"	""	"20200324"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.560135"	""
"FR996970"	"B.1.1"	""	"20200508"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"92.649925"	""
"FR999580"	"B.1.1"	""	"20200409"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"OL481133"	"AY.25"	""	"20211025"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU721380"	"AY.60"	""	"20210906"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"97.588264"	""
"OV138599"	"AY.4.2"	""	"20211112"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"OK453739"	"AY.103"	""	"20210916"	"USA"	""	"Homo sapiens"	"2697049"	"99.41733"	""
"LR883279"	"B"	""	"20200313"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.902626"	""
"LR883175"	"B.1.96"	""	"20200000"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.98321"	""
"LR883076"	"B.1.22"	""	"20200521"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LC570996"	"B.5"	""	"20200216"	""	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR881673"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"LR881571"	"B.1"	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"100.0"	""
